Image Name,Suitability Rating 1,Suitability Rating 2,Average Rating,Consensus (Std Dev),Category
combined_1.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_2.jpg,0.5,1.0,0.75,0.25,Very Compatible
combined_3.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_4.jpg,0.75,0.75,0.75,0.0,Very Compatible
combined_5.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_6.jpg,0.75,0.75,0.75,0.0,Very Compatible
combined_7.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_8.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_9.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_10.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_11.jpg,1.0,0.75,0.875,0.125,Highly Compatible
combined_12.jpg,0.0,0.25,0.125,0.125,Not Compatible
combined_13.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_14.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_15.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_16.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_17.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_18.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_19.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_20.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_21.jpg,1.0,0.75,0.875,0.125,Highly Compatible
combined_22.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_23.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_24.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_25.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_26.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_27.jpg,1.0,0.75,0.875,0.125,Highly Compatible
combined_28.jpg,0.75,0.5,0.625,0.125,Compatible
combined_29.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_30.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_31.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_32.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_33.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_34.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_35.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_36.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_37.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_38.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_39.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_40.jpg,0.75,0.5,0.625,0.125,Compatible
combined_41.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_42.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_43.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_44.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_45.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_46.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_47.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_48.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_49.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_50.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_51.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_52.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_53.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_54.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_55.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_56.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_57.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_58.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_59.jpg,0.75,0.5,0.625,0.125,Compatible
combined_60.jpg,0.5,0.0,0.25,0.25,Neutral
combined_61.jpg,0.0,0.5,0.25,0.25,Neutral
combined_62.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_63.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_64.jpg,0.0,0.25,0.125,0.125,Not Compatible
combined_65.jpg,0.75,0.75,0.75,0.0,Very Compatible
combined_66.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_67.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_68.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_69.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_70.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_71.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_72.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_73.jpg,0.75,0.5,0.625,0.125,Compatible
combined_74.jpg,0.75,0.75,0.75,0.0,Very Compatible
combined_75.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_76.jpg,0.5,0.75,0.625,0.125,Compatible
combined_77.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_78.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_79.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_80.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_81.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_82.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_83.jpg,0.75,0.5,0.625,0.125,Compatible
combined_84.jpg,0.0,0.0,0.0,0.0,Not Compatible
combined_85.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_86.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_87.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_88.jpg,0.5,1.0,0.75,0.25,Very Compatible
combined_89.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_90.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_91.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_92.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_93.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_94.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_95.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_96.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_97.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_98.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_99.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_100.jpg,0.75,1.0,0.875,0.125,Highly Compatible
combined_101.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_102.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_103.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_104.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_105.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_106.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_107.jpg,0.75,0.75,0.75,0.0,Very Compatible
combined_108.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_109.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_110.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_111.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_112.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_113.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_114.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_115.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_116.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_117.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_118.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_119.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_120.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_121.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_122.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_123.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_124.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_125.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_126.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_127.jpg,0.5,1.0,0.75,0.25,Very Compatible
combined_128.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_129.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_130.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_131.jpg,1.0,0.75,0.875,0.125,Highly Compatible
combined_132.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_133.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_134.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_135.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_136.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_137.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_138.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_139.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_140.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_141.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_142.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_143.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_144.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_145.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_146.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_147.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_148.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_149.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_150.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_151.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_152.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_153.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_154.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_155.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_156.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_157.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_158.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_159.jpg,0.5,1.0,0.75,0.25,Very Compatible
combined_160.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_161.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_162.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_163.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_164.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_165.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_166.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_167.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_168.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_169.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_170.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_171.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_172.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_173.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_174.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_175.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_176.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_177.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_178.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_179.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_180.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_181.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_182.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_183.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_184.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_185.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_186.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_187.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_188.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_189.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_190.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_191.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_192.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_193.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_194.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_195.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_196.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_197.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_198.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_199.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_200.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_201.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_202.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_203.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_204.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_205.jpg,0.5,0.5,0.5,0.0,Slightly Compatible
combined_206.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_207.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_208.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_209.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_210.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_211.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_212.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_213.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_214.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_215.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_216.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_217.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_218.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_219.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_220.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_221.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_222.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_223.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_224.jpg,1.0,0.5,0.75,0.25,Very Compatible
combined_225.jpg,1.0,0.75,0.875,0.125,Highly Compatible
combined_226.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_227.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_228.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_229.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_230.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_231.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_232.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_233.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_234.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_235.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_236.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_237.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_238.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_239.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_240.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_241.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_242.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_243.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_244.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_245.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_246.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_247.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_248.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_249.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_250.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_251.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_252.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_253.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_254.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_255.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_256.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_257.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_258.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_259.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_260.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_261.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_262.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_263.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_264.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_265.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_266.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_267.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_268.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_269.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_270.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_271.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_272.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_273.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_274.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_275.jpg,0.0,0.0,0.0,0.0,Not Compatible
combined_276.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_277.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_278.jpg,1.0,1.0,1.0,0.0,Highly Compatible
combined_279.jpg,1.0,1.0,1.0,0.0,Highly Compatible
